Model Year,Make,Model,Car_or_Truck,Vehicle Class,Engine Size(L),Engine Size Rank,Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,CarNumber,,
2022,Toyota,Tundra,Trucks,Pickup truck: Standard,3.4,3,6,AS10,3,13.1,10.1,11.8,24,277,4,5,1911,310.34,2.347457627
2022,Toyota,Tundra 4WD,Trucks,Pickup truck: Standard,3.4,3,6,AS10,3,13.6,10.4,12.2,23,285,4,5,1912,320.86,2.336065574
2022,Toyota,Tundra 4WD TRD,Trucks,Pickup truck: Standard,3.4,3,6,AS10,3,13.5,10.6,12.2,23,286,4,5,1913,320.86,2.344262295
2022,Toyota,Tundra Hybrid 4WD,Trucks,Pickup truck: Standard,3.4,3,6,AS10,3,12.7,10.5,11.7,24,274,4,5,1914,307.71,2.341880342
2022,Toyota,Tundra Hybrid 4WD TRD PRO,Trucks,Pickup truck: Standard,3.4,3,6,AS10,3,12.5,11.2,11.9,24,277,4,5,1915,312.97,2.327731092
2022,Ford,Explorer Hybrid AWD,Cars,SUV: Standard,3.3,3,6,AS10,3,10.1,9,9.6,29,225,5,6,1310,252.48,2.34375
2022,Ford,F-150 FFV,Trucks,Pickup truck: Standard,3.3,3,6,AS10,3,12.1,9.8,11.1,25,260,4,6,1313,291.93,2.342342342
2022,Ford,F-150 FFV,Trucks,Pickup truck: Standard,3.3,3,6,AS10,2,16.8,12.8,15,19,249,5,6,1314,394.5,1.66
2022,Ford,F-150 4X4 FFV,Trucks,Pickup truck: Standard,3.3,3,6,AS10,3,12.6,10.7,11.8,24,277,4,6,1322,310.34,2.347457627
2022,Ford,F-150 4X4 FFV,Trucks,Pickup truck: Standard,3.3,3,6,AS10,2,17.3,13.1,15.4,18,256,5,6,1323,405.02,1.662337662
2022,Genesis,G70 AWD,Cars,Compact,3.3,3,6,AS8,4,13.5,9.1,11.5,25,273,4,3,1368,302.45,2.373913043
2022,Kia,Stinger AWD,Cars,Mid-size,3.3,3,6,AS8,4,13.7,9.6,11.9,24,280,4,3,1555,312.97,2.352941176
2022,Jeep,Cherokee,Cars,SUV: Small,3.2,3,6,A9,3,11.9,8.2,10.2,28,240,5,5,1500,268.26,2.352941176
2022,Jeep,Cherokee 4X4 Active Drive I,Cars,SUV: Small,3.2,3,6,A9,3,12.2,8.6,10.6,27,249,5,5,1503,278.78,2.349056604
2022,Jeep,Cherokee 4X4 Active Drive Lock,Cars,SUV: Small,3.2,3,6,A9,3,12.9,9.7,11.5,25,268,4,5,1504,302.45,2.330434783
2022,Acura,TLX Type S,Cars,Compact,3,2.4,6,AS10,4,12.3,9.4,11,26,256,5,5,1007,289.3,2.327272727
2022,Acura,TLX Type S (Performance Tire),Cars,Compact,3,2.4,6,AS10,4,12.3,9.8,11.2,25,261,4,5,1008,294.56,2.330357143
2022,Audi,A6 Sedan 55 TFSI quattro,Cars,Mid-size,3,2.4,6,AM7,4,11.1,7.8,9.6,29,224,5,5,1028,252.48,2.333333333
2022,Audi,A6 allroad 55 TFSI quattro,Cars,Station wagon: Mid-size,3,2.4,6,AM7,4,11.5,8.3,10,28,234,5,5,1029,263,2.34
2022,Audi,A7 Sportback 55 TFSI quattro,Cars,Mid-size,3,2.4,6,AM7,4,11.1,7.8,9.6,29,224,5,5,1030,252.48,2.333333333
2022,Audi,A8 L Sedan 55 TFSI quattro,Cars,Full-size,3,2.4,6,AS8,4,12.6,8.3,10.6,27,248,5,5,1031,278.78,2.339622642
2022,Audi,Q7 55 TFSI quattro,Cars,SUV: Standard,3,2.4,6,AS8,4,12.8,10.5,11.7,24,273,4,5,1038,307.71,2.333333333
2022,Audi,Q8 55 TFSI quattro,Cars,SUV: Standard,3,2.4,6,AS8,4,12.8,10.5,11.7,24,273,4,5,1039,307.71,2.333333333
2022,Audi,S4 Sedan quattro,Cars,Compact,3,2.4,6,AS8,4,11.1,8,9.7,29,227,5,5,1050,255.11,2.340206186
2022,Audi,S5 Cabriolet quattro,Cars,Subcompact,3,2.4,6,AS8,4,11.3,8.4,10,28,233,5,5,1051,263,2.33
2022,Audi,S5 Coupe quattro,Cars,Subcompact,3,2.4,6,AS8,4,11.1,8,9.7,29,227,5,5,1052,255.11,2.340206186
2022,Audi,S5 Sportback quattro,Cars,Mid-size,3,2.4,6,AS8,4,11.1,8,9.7,29,227,5,5,1053,255.11,2.340206186
2022,Audi,SQ5 quattro,Cars,SUV: Small,3,2.4,6,AS8,4,12.5,9.7,11.2,25,262,4,5,1057,294.56,2.339285714
2022,Audi,SQ5 Sportback quattro,Cars,SUV: Small,3,2.4,6,AS8,4,12.5,9.7,11.2,25,262,4,5,1058,294.56,2.339285714
2022,BMW,540i xDrive Sedan,Cars,Full-size,3,2.4,6,AS8,4,10.5,8.1,9.4,30,219,5,5,1077,247.22,2.329787234
2022,BMW,M240i xDrive Coupe,Cars,Subcompact,3,2.4,6,AS8,4,10.4,7.5,9.1,31,212,5,5,1084,239.33,2.32967033
2022,BMW,M3 Sedan,Cars,Compact,3,2.4,6,M6,4,14.7,10.1,12.6,22,293,4,5,1085,331.38,2.325396825
2022,BMW,M3 Competition Sedan,Cars,Compact,3,2.4,6,AS8,4,14.5,10.2,12.6,22,292,4,5,1086,331.38,2.317460317
2022,BMW,M3 Competition Sedan M xDrive,Cars,Compact,3,2.4,6,AS8,4,14.6,10.5,12.7,22,296,4,5,1087,334.01,2.330708661
2022,BMW,M340i xDrive Sedan,Cars,Compact,3,2.4,6,AS8,4,10.4,7.7,9.2,31,214,5,5,1088,241.96,2.326086957
2022,BMW,M4 Competition Cabriolet M xDrive,Cars,Subcompact,3,2.4,6,AS8,4,15.1,10.4,12.9,22,301,3,5,1089,339.27,2.333333333
2022,BMW,M4 Coupe,Cars,Subcompact,3,2.4,6,M6,4,14.7,10.1,12.6,22,293,4,5,1090,331.38,2.325396825
2022,BMW,M4 Competition Coupe,Cars,Subcompact,3,2.4,6,AS8,4,14.5,10.2,12.6,22,292,4,5,1091,331.38,2.317460317
2022,BMW,M4 Competition Coupe M xDrive,Cars,Subcompact,3,2.4,6,AS8,4,14.6,10.5,12.7,22,296,4,5,1092,334.01,2.330708661
2022,BMW,M440i xDrive Cabriolet,Cars,Subcompact,3,2.4,6,AS8,4,10.4,7.4,9.1,31,211,5,5,1093,239.33,2.318681319
2022,BMW,M440i xDrive Coupe,Cars,Subcompact,3,2.4,6,AS8,4,10.4,7.7,9.2,31,214,5,5,1094,241.96,2.326086957
2022,BMW,M440i xDrive Gran Coupe,Cars,Compact,3,2.4,6,AS8,4,10.9,8,9.6,29,224,5,5,1095,252.48,2.333333333
2022,BMW,X3 M,Cars,SUV: Small,3,2.4,6,AS8,4,15.7,11.7,13.9,20,323,3,3,1114,365.57,2.323741007
2022,BMW,X3 M Competition,Cars,SUV: Small,3,2.4,6,AS8,4,15.7,11.7,13.9,20,323,3,3,1115,365.57,2.323741007
2022,BMW,X3 M40i,Cars,SUV: Small,3,2.4,6,AS8,4,11.2,9.1,10.3,27,241,5,5,1116,270.89,2.339805825
2022,BMW,X4 M,Cars,SUV: Small,3,2.4,6,AS8,4,15.7,11.7,13.9,20,323,3,3,1118,365.57,2.323741007
2022,BMW,X4 M Competition,Cars,SUV: Small,3,2.4,6,AS8,4,15.7,11.7,13.9,20,323,3,3,1119,365.57,2.323741007
2022,BMW,X4 M40i,Cars,SUV: Small,3,2.4,6,AS8,4,11.2,9.1,10.3,27,241,5,5,1120,270.89,2.339805825
2022,BMW,X5 xDrive40i,Cars,SUV: Standard,3,2.4,6,AS8,4,11.3,9.2,10.4,27,241,5,3,1121,273.52,2.317307692
2022,BMW,X6 xDrive40i,Cars,SUV: Standard,3,2.4,6,AS8,4,11.3,9.2,10.4,27,241,5,3,1125,273.52,2.317307692
2022,BMW,X7 xDrive40i,Cars,SUV: Standard,3,2.4,6,AS8,4,12.1,9.8,11.1,25,256,5,3,1129,291.93,2.306306306
2022,BMW,Z4 M40i,Cars,Two-seater,3,2.4,6,AS8,4,10.8,8.1,9.6,29,223,5,5,1132,252.48,2.322916667
2022,Cadillac,CT5,Cars,Mid-size,3,2.4,6,AS10,4,12.4,8.7,10.7,26,252,5,5,1154,281.41,2.355140187
2022,Cadillac,CT5 AWD,Cars,Mid-size,3,2.4,6,AS10,4,12.8,9.1,11.1,25,260,4,5,1156,291.93,2.342342342
2022,Cadillac,CT5-V,Cars,Mid-size,3,2.4,6,AS10,4,12.8,8.7,11,26,258,4,5,1157,289.3,2.345454545
2022,Cadillac,CT5-V AWD,Cars,Mid-size,3,2.4,6,AS10,4,12.8,9.1,11.1,25,260,4,5,1158,291.93,2.342342342
2022,Cadillac,Escalade 4WD,Cars,SUV: Standard,3,2.4,6,A10,5,11.7,9,10.5,27,281,4,3,1161,276.15,2.676190476
2022,Chevrolet,Silverado,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,10.2,7.5,8.9,32,240,5,3,1197,234.07,2.696629213
2022,Chevrolet,Silverado 4WD,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,10.9,9.1,10.1,28,272,4,3,1204,265.63,2.693069307
2022,Chevrolet,Silverado 4WD (With Sport Mode),Trucks,Pickup truck: Standard,3,2.4,6,A10,5,10.5,9.1,9.9,29,265,4,3,1205,260.37,2.676767677
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,11.8,10.3,11.2,25,298,4,3,1206,294.56,2.660714286
2022,Chevrolet,Suburban,Cars,SUV: Standard,3,2.4,6,A10,5,11.2,8.7,10.1,28,272,4,3,1228,265.63,2.693069307
2022,Chevrolet,Suburban 4WD,Cars,SUV: Standard,3,2.4,6,A10,5,11.7,9,10.5,27,281,4,3,1231,276.15,2.676190476
2022,Chevrolet,Tahoe,Cars,SUV: Standard,3,2.4,6,A10,5,11,8.4,9.8,29,263,4,3,1236,257.74,2.683673469
2022,Chevrolet,Tahoe 4WD,Cars,SUV: Standard,3,2.4,6,A10,5,11.7,9,10.5,27,281,4,3,1239,276.15,2.676190476
2022,Ford,Explorer AWD,Cars,SUV: Standard,3,2.4,6,A10,3,13.4,9.8,11.8,24,277,4,5,1309,310.34,2.347457627
2022,GMC,Sierra,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,10.2,7.8,9.1,31,245,5,3,1387,239.33,2.692307692
2022,GMC,Sierra 4WD,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,10.5,9.1,9.9,29,265,4,3,1394,260.37,2.676767677
2022,GMC,Sierra 4WD Mud Terrain Tire,Trucks,Pickup truck: Standard,3,2.4,6,A10,5,11.8,10.3,11.2,25,298,4,3,1395,294.56,2.660714286
2022,GMC,Yukon,Cars,SUV: Standard,3,2.4,6,A10,5,11.2,8.7,10.1,28,272,4,3,1414,265.63,2.693069307
2022,GMC,Yukon 4WD,Cars,SUV: Standard,3,2.4,6,A10,5,11.7,9,10.5,27,281,4,3,1417,276.15,2.676190476
2022,GMC,Yukon XL,Cars,SUV: Standard,3,2.4,6,A10,5,11.2,8.7,10.1,28,272,4,3,1422,265.63,2.693069307
2022,GMC,Yukon XL 4WD,Cars,SUV: Standard,3,2.4,6,A10,5,11.7,9,10.5,27,281,4,3,1425,276.15,2.676190476
2022,Infiniti,Q50 AWD,Cars,Mid-size,3,2.4,6,AS7,4,12.5,8.7,10.8,26,254,5,3,1482,284.04,2.351851852
2022,Infiniti,Q50 AWD Red Sport,Cars,Mid-size,3,2.4,6,AS7,4,12.5,9.3,11.1,25,261,4,3,1483,291.93,2.351351351
2022,Infiniti,Q60 AWD,Cars,Subcompact,3,2.4,6,AS7,4,12.3,8.7,10.7,26,252,5,3,1484,281.41,2.355140187
2022,Infiniti,Q60 AWD Red Sport,Cars,Subcompact,3,2.4,6,AS7,4,12.5,9.2,11,26,259,4,3,1485,289.3,2.354545455
2022,Jeep,Gladiator 4X4 EcoDiesel,Trucks,Pickup truck: Standard,3,2.4,6,A8,5,10.8,8.5,9.8,29,263,4,1,1507,257.74,2.683673469
2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Trucks,Pickup truck: Standard,3,2.4,6,A8,5,11,8.7,10,28,271,4,1,1508,263,2.71
2022,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,Cars,SUV: Small,3,2.4,6,A8,5,10.6,8.1,9.5,30,255,5,1,1526,249.85,2.684210526
2022,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,Cars,SUV: Small,3,2.4,6,A8,5,11.2,9,10.2,28,275,4,1,1527,268.26,2.696078431
2022,Land Rover,Defender 90 P400,Cars,SUV: Standard,3,2.4,6,AS8,4,13.5,10.8,12.3,23,287,4,7,1566,323.49,2.333333333
2022,Land Rover,Defender 110 P400,Cars,SUV: Standard,3,2.4,6,AS8,4,13.5,10.8,12.3,23,287,4,7,1569,323.49,2.333333333
2022,Land Rover,Discovery P360,Cars,SUV: Standard,3,2.4,6,AS8,4,12.8,9.8,11.4,25,270,4,7,1572,299.82,2.368421053
2022,Land Rover,Range Rover P360,Cars,SUV: Standard,3,2.4,6,AS8,4,13.3,10.2,11.9,24,279,4,7,1573,312.97,2.344537815
2022,Land Rover,Range Rover P400,Cars,SUV: Standard,3,2.4,6,AS8,4,13.3,10.2,11.9,24,279,4,7,1574,312.97,2.344537815
2022,Land Rover,Range Rover Sport P360,Cars,SUV: Standard,3,2.4,6,AS8,4,12.7,9.9,11.4,25,269,4,7,1579,299.82,2.359649123
2022,Land Rover,Range Rover Sport HST P400,Cars,SUV: Standard,3,2.4,6,AS8,4,12.7,9.9,11.4,25,269,4,7,1580,299.82,2.359649123
2022,Lincoln,Aviator AWD,Cars,SUV: Standard,3,2.4,6,AS10,3,13.7,9.7,11.9,24,280,4,5,1611,312.97,2.352941176
2022,Maserati,Ghibli GT,Cars,Mid-size,3,2.4,6,A8,4,13.4,9.4,11.6,24,271,4,3,1618,305.08,2.336206897
2022,Maserati,Ghibli Modena,Cars,Mid-size,3,2.4,6,A8,4,13.4,9.4,11.6,24,271,4,3,1619,305.08,2.336206897
2022,Maserati,Ghibli Modena AWD,Cars,Mid-size,3,2.4,6,A8,4,14.8,9.8,12.6,22,293,4,3,1620,331.38,2.325396825
2022,Maserati,Levante GT,Cars,SUV: Standard,3,2.4,6,A8,4,15.1,10.9,13.2,21,308,3,3,1622,347.16,2.333333333
2022,Maserati,Levante Modena,Cars,SUV: Standard,3,2.4,6,A8,4,15.1,10.9,13.2,21,308,3,3,1623,347.16,2.333333333
2022,Maserati,MC20,Cars,Two-seater,3,2.4,6,AS8,4,15.4,9.5,12.8,22,295,4,5,1626,336.64,2.3046875
2022,Maserati,Quattroporte GT,Cars,Full-size,3,2.4,6,A8,4,14.4,9.3,12.1,23,281,4,3,1627,318.23,2.32231405
2022,Maserati,Quattroporte Modena,Cars,Full-size,3,2.4,6,A8,4,14.4,9.3,12.1,23,281,4,3,1628,318.23,2.32231405
2022,Maserati,Quattroporte Modena AWD,Cars,Full-size,3,2.4,6,A8,4,14.8,9.8,12.6,22,293,4,3,1629,331.38,2.325396825
2022,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Cars,Subcompact,3,2.4,6,A9,4,12.7,8.7,10.9,26,256,5,5,1658,286.67,2.348623853
2022,Mercedes-Benz,AMG C 43 4MATIC Coupe,Cars,Subcompact,3,2.4,6,A9,4,12.6,8.5,10.8,26,252,5,5,1659,284.04,2.333333333
2022,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Cars,Compact,3,2.4,6,A9,4,11.6,8.8,10.3,27,241,5,6,1662,270.89,2.339805825
2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Cars,Mid-size,3,2.4,6,A9,4,11.3,8.3,9.9,29,232,5,6,1663,260.37,2.343434343
2022,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Cars,Subcompact,3,2.4,6,A9,4,12,8.9,10.6,27,247,5,6,1664,278.78,2.330188679
2022,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Cars,Subcompact,3,2.4,6,A9,4,11.7,8.4,10.2,28,239,5,6,1665,268.26,2.343137255
2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,Cars,SUV: Small,3,2.4,6,A9,4,12.9,9.3,11.3,25,264,4,5,1669,297.19,2.336283186
2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,Cars,SUV: Small,3,2.4,6,A9,4,14,10.1,12.3,23,287,4,5,1670,323.49,2.333333333
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,Cars,SUV: Standard,3,2.4,6,A9,4,13.4,10.6,12.1,23,283,4,6,1671,318.23,2.338842975
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,Cars,SUV: Standard,3,2.4,6,A9,4,13.6,11.1,12.5,23,292,4,6,1672,328.75,2.336
2022,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Cars,Compact,3,2.4,6,A9,4,12.3,9.4,11,26,258,4,6,1673,289.3,2.345454545
2022,Mercedes-Benz,CLS 450 4MATIC Coupe,Cars,Compact,3,2.4,6,A9,4,11.1,8.2,9.8,29,229,5,6,1677,257.74,2.336734694
2022,Mercedes-Benz,E 450 4MATIC Sedan,Cars,Mid-size,3,2.4,6,A9,4,10.5,7.9,9.3,30,218,5,6,1679,244.59,2.344086022
2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Cars,Subcompact,3,2.4,6,A9,4,11.2,8.4,9.9,29,233,5,6,1680,260.37,2.353535354
2022,Mercedes-Benz,E 450 4MATIC Coupe,Cars,Subcompact,3,2.4,6,A9,4,11,8,9.6,29,225,5,6,1681,252.48,2.34375
2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Cars,Station wagon: Mid-size,3,2.4,6,A9,4,11,8.3,9.8,29,229,5,6,1682,257.74,2.336734694
2022,Mercedes-Benz,GLE 450 4MATIC SUV,Cars,SUV: Standard,3,2.4,6,A9,4,11.4,9.3,10.4,27,244,5,6,1688,273.52,2.346153846
2022,Mercedes-Benz,GLE 450 4MATIC Coupe,Cars,SUV: Standard,3,2.4,6,A9,4,11.7,9.2,10.5,27,247,5,6,1689,276.15,2.352380952
2022,Mercedes-Benz,GLS 450 4MATIC SUV,Cars,SUV: Standard,3,2.4,6,A9,4,12.8,10,11.5,25,269,4,6,1690,302.45,2.339130435
2022,Mercedes-Benz,S 500 4MATIC SWB Sedan,Cars,Full-size,3,2.4,6,A9,4,11.4,8,9.9,29,231,5,6,1695,260.37,2.333333333
2022,Porsche,911 Carrera,Cars,Minicompact,3,2.4,6,AM8,4,13.1,9.8,11.6,24,275,4,5,1767,305.08,2.370689655
2022,Porsche,911 Carrera Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,13.1,9.8,11.6,24,275,4,5,1768,305.08,2.370689655
2022,Porsche,911 Carrera 4,Cars,Minicompact,3,2.4,6,AM8,4,13.1,9.8,11.6,24,275,4,5,1769,305.08,2.370689655
2022,Porsche,911 Carrera 4 Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,13.1,9.7,11.6,24,275,4,5,1770,305.08,2.370689655
2022,Porsche,911 Carrera S,Cars,Minicompact,3,2.4,6,AM8,4,12.9,10.2,11.7,24,274,4,5,1771,307.71,2.341880342
2022,Porsche,911 Carrera S,Cars,Minicompact,3,2.4,6,M7,4,12.8,9.4,11.3,25,264,4,5,1772,297.19,2.336283186
2022,Porsche,911 Carrera S Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,12.9,10.2,11.7,24,273,4,5,1773,307.71,2.333333333
2022,Porsche,911 Carrera S Cabriolet,Cars,Minicompact,3,2.4,6,M7,4,13.8,9.4,11.8,24,275,4,5,1774,310.34,2.330508475
2022,Porsche,911 Carrera 4S,Cars,Minicompact,3,2.4,6,AM8,4,13,10.2,11.8,24,275,4,5,1775,310.34,2.330508475
2022,Porsche,911 Carrera 4S,Cars,Minicompact,3,2.4,6,M7,4,13.8,9.3,11.8,24,275,4,5,1776,310.34,2.330508475
2022,Porsche,911 Carrera 4S Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,12.8,10.2,11.7,24,273,4,5,1777,307.71,2.333333333
2022,Porsche,911 Carrera 4S Cabriolet,Cars,Minicompact,3,2.4,6,M7,4,13.8,9.8,12,24,281,4,5,1778,315.6,2.341666667
2022,Porsche,911 Carrera GTS,Cars,Minicompact,3,2.4,6,AM8,4,13.8,10.1,12.1,23,289,4,5,1779,318.23,2.388429752
2022,Porsche,911 Carrera GTS,Cars,Minicompact,3,2.4,6,M7,4,13.5,9.8,11.9,24,276,4,5,1780,312.97,2.319327731
2022,Porsche,911 Carrera GTS Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,13.8,10.2,12.2,23,289,4,5,1781,320.86,2.368852459
2022,Porsche,911 Carrera GTS Cabriolet,Cars,Minicompact,3,2.4,6,M7,4,13.8,9.6,11.9,24,278,4,5,1782,312.97,2.336134454
2022,Porsche,911 Carrera 4 GTS,Cars,Minicompact,3,2.4,6,AM8,4,13.8,10.1,12.1,23,288,4,5,1783,318.23,2.380165289
2022,Porsche,911 Carrera 4 GTS,Cars,Minicompact,3,2.4,6,M7,4,13.8,10.2,12.2,23,289,4,5,1784,320.86,2.368852459
2022,Porsche,911 Carrera 4 GTS Cabriolet,Cars,Minicompact,3,2.4,6,AM8,4,13.7,10.7,12.3,23,288,4,5,1785,323.49,2.341463415
2022,Porsche,911 Carrera 4 GTS Cabriolet,Cars,Minicompact,3,2.4,6,M7,4,14.7,10.2,12.7,22,296,4,5,1786,334.01,2.330708661
2022,Porsche,911 Targa 4,Cars,Minicompact,3,2.4,6,AM8,4,13.1,9.8,11.6,24,275,4,5,1791,305.08,2.370689655
2022,Porsche,911 Targa 4S,Cars,Minicompact,3,2.4,6,AM8,4,13.1,10.2,11.8,24,274,4,5,1792,310.34,2.322033898
2022,Porsche,911 Targa 4S,Cars,Minicompact,3,2.4,6,M7,4,13.7,9.8,11.9,24,278,4,5,1793,312.97,2.336134454
2022,Porsche,911 Targa 4 GTS,Cars,Minicompact,3,2.4,6,AM8,4,13.6,10.7,12.3,23,287,4,5,1794,323.49,2.333333333
2022,Porsche,911 Targa 4 GTS,Cars,Minicompact,3,2.4,6,M7,4,14.7,10.2,12.7,22,296,4,5,1795,334.01,2.330708661
2022,Porsche,Cayenne,Cars,SUV: Standard,3,2.4,6,AS8,4,13.8,10.7,12.4,23,289,4,5,1800,326.12,2.330645161
2022,Porsche,Cayenne Coupe,Cars,SUV: Standard,3,2.4,6,AS8,4,13.8,10.7,12.4,23,289,4,5,1801,326.12,2.330645161
2022,Ram,1500 EcoDiesel,Trucks,Pickup truck: Standard,3,2.4,6,A8,5,10.5,7.3,9,31,243,5,1,1824,236.7,2.7
2022,Ram,1500 HFE EcoDiesel,Trucks,Pickup truck: Standard,3,2.4,6,A8,5,10.4,7.1,8.9,32,238,5,1,1825,234.07,2.674157303
2022,Ram,1500 4X4 EcoDiesel,Trucks,Pickup truck: Standard,3,2.4,6,A8,5,11.1,8,9.7,29,260,4,1,1830,255.11,2.680412371
2022,Toyota,GR Supra 3.0,Cars,Two-seater,3,2.4,6,AS8,4,10.6,8,9.4,30,218,5,5,1892,247.22,2.319148936
2022,Alfa Romeo,Giulia Quadrifoglio,Cars,Mid-size,2.9,2.4,6,A8,4,13.5,9.3,11.6,24,271,4,3,1011,305.08,2.336206897
2022,Alfa Romeo,Stelvio AWD Quadrifoglio,Cars,SUV: Small,2.9,2.4,6,A8,4,13.9,10.3,12.3,23,288,4,3,1014,323.49,2.341463415
2022,Audi,RS 5 Coupe quattro,Cars,Subcompact,2.9,2.4,6,AS8,4,13,9.4,11.4,25,267,4,5,1044,299.82,2.342105263
2022,Audi,RS 5 Sportback quattro,Cars,Mid-size,2.9,2.4,6,AS8,4,13.1,9.4,11.4,25,268,4,5,1045,299.82,2.350877193
2022,Audi,S6 Sedan quattro,Cars,Mid-size,2.9,2.4,6,AS8,4,12.8,8.5,10.9,26,254,5,5,1054,286.67,2.330275229
2022,Audi,S7 Sportback quattro,Cars,Mid-size,2.9,2.4,6,AS8,4,12.8,8.5,10.9,26,254,5,5,1055,286.67,2.330275229
2022,Porsche,Cayenne S,Cars,SUV: Standard,2.9,2.4,6,AS8,4,14.7,10.6,12.9,22,307,3,5,1802,339.27,2.379844961
2022,Porsche,Cayenne S Coupe,Cars,SUV: Standard,2.9,2.4,6,AS8,4,14.4,11.2,13,22,305,3,5,1803,341.9,2.346153846
2022,Porsche,Macan S,Cars,SUV: Small,2.9,2.4,6,AM7,4,13.8,10.1,12.2,23,289,4,5,1810,320.86,2.368852459
2022,Porsche,Macan GTS,Cars,SUV: Small,2.9,2.4,6,AM7,4,13.5,10.7,12.2,23,290,4,5,1811,320.86,2.37704918
2022,Porsche,Panamera,Cars,Full-size,2.9,2.4,6,AM8,4,13.1,9.8,11.6,24,274,4,5,1812,305.08,2.362068966
2022,Porsche,Panamera 4,Cars,Full-size,2.9,2.4,6,AM8,4,12.8,9.8,11.5,25,274,4,5,1813,302.45,2.382608696
2022,Porsche,Panamera 4 Executive,Cars,Full-size,2.9,2.4,6,AM8,4,13.8,10.2,12.2,23,289,4,5,1814,320.86,2.368852459
2022,Porsche,Panamera 4 ST,Cars,Full-size,2.9,2.4,6,AM8,4,12.8,10.2,11.7,24,274,4,5,1815,307.71,2.341880342
2022,Porsche,Panamera 4S,Cars,Full-size,2.9,2.4,6,AM8,4,12.8,9.8,11.4,25,276,4,5,1816,299.82,2.421052632
2022,Porsche,Panamera 4S Executive,Cars,Full-size,2.9,2.4,6,AM8,4,13.8,10.2,12.2,23,292,4,5,1817,320.86,2.393442623
2022,Porsche,Panamera 4S ST,Cars,Full-size,2.9,2.4,6,AM8,4,13.8,10.2,12.2,23,292,4,5,1818,320.86,2.393442623
2022,Ford,Bronco 4WD,Cars,SUV: Small,2.7,2.4,6,AS10,3,12.8,11.9,12.4,23,291,4,6,1281,326.12,2.346774194
2022,Ford,Bronco Badlands 4WD,Cars,SUV: Small,2.7,2.4,6,AS10,3,14.1,14.1,14.1,20,331,3,6,1284,370.83,2.34751773
2022,Ford,Bronco Sasquatch 4WD,Cars,SUV: Small,2.7,2.4,6,AS10,3,14.1,14.1,14.1,20,331,3,6,1289,370.83,2.34751773
2022,Ford,Edge AWD,Cars,SUV: Small,2.7,2.4,6,AS8,3,12.6,9.3,11.2,25,262,4,5,1295,294.56,2.339285714
2022,Ford,F-150,Trucks,Pickup truck: Standard,2.7,2.4,6,AS10,3,12.1,9.4,10.9,26,256,5,6,1311,286.67,2.348623853
2022,Ford,F-150 (Without Stop-Start),Trucks,Pickup truck: Standard,2.7,2.4,6,AS10,3,13.5,10.1,12,24,282,4,6,1312,315.6,2.35
2022,Ford,F-150 4X4,Trucks,Pickup truck: Standard,2.7,2.4,6,AS10,3,12.9,10.1,11.7,24,274,4,6,1321,307.71,2.341880342
2022,Lincoln,Nautilus AWD,Cars,SUV: Small,2.7,2.4,6,AS8,3,12.6,9.3,11.2,25,262,4,5,1616,294.56,2.339285714
2022,Audi,TT RS Coupe quattro,Cars,Subcompact,2.5,2.4,5,AM7,4,11.7,8.1,10.1,28,235,5,3,1063,265.63,2.326732673
2022,Chevrolet,Colorado,Trucks,Pickup truck: Small,2.8,2.4,4,A6,5,11.8,7.9,10.1,28,270,4,3,1184,265.63,2.673267327
2022,Chevrolet,Colorado 4WD,Trucks,Pickup truck: Small,2.8,2.4,4,A6,5,12.2,8.4,10.5,27,283,4,3,1187,276.15,2.695238095
